inflected_form,lemma
employers,employer
employes,employe
employing,employ
employments,employment
employs,employ
emporiums,emporium
empoverished,empoverish
empowered,empower
empowering,empower
empowerments,empowerment
empowers,empower
empresses,empress
empted,empt
emptied,empty
emptier,empty
empties,empty
emptiest,empty
empting,empt
emptying,empty
ems,em
emulated,emulate
emulates,emulate
emulating,emulate
emulations,emulation
emulators,emulator
emulsified,emulsify
emulsifiers,emulsifier
emulsifies,emulsify
emulsifying,emulsify
emulsions,emulsion
emus,emu
enabled,enable
enables,enable
enabling,enable
enacted,enact
enacting,enact
enactments,enactment
enacts,enact
enameled,enamel
enameling,enamel
enamelled,enamel
enamelling,enamel
enamels,enamel
enamored,enamor
enamoured,enamour
enamouring,enamour
encages,encage
encamped,encamp
encamping,encamp
encampments,encampment
encamps,encamp
encapsulated,encapsulate
encapsulates,encapsulate
encapsulating,encapsulate
encapsulations,encapsulation
encased,encase
encasements,encasement
encases,encase
encashed,encash
encashes,encash
encashing,encash
encashments,encashment
encasing,encase
encaustics,encaustic
enchained,enchain
enchanted,enchant
enchanters,enchanter
enchanting,enchant
enchantments,enchantment
enchantresses,enchantress
enchants,enchant
enchiladas,enchilada
enciphered,encipher
encircled,encircle
encircles,encircle
encircling,encircle
enclaves,enclave
enclosed,enclose
encloses,enclose
enclosing,enclose
enclosures,enclosure
encoded,encode
encoders,encoder
encodes,encode
encoding,encode
encomiums,encomium
encompassed,encompass
encompasses,encompass
encompassing,encompass
encored,encore
encores,encore
encoring,encore
encountered,encounter
encountering,encounter
encounters,encounter
encouraged,encourage
encouragements,encouragement
encourages,encourage
encouraging,encourage
encroached,encroach
encroachers,encroacher
encroaches,encroach
encroaching,encroach
encroachments,encroachment
encrustations,encrustation
encrusted,encrust
encrusting,encrust
encrusts,encrust
encrypted,encrypt
encrypting,encrypt
encrypts,encrypt
encumbered,encumber
encumbering,encumber
encumbers,encumber
encumbrances,encumbrance
encyclicals,encyclical
encyclopaedias,encyclopaedia
encyclopedias,encyclopedia
encyclopedists,encyclopedist
end-products,end-product
end-runs,end-run
end-users,end-user
endangered,endanger
endangering,endanger
endangers,endanger
endeared,endear
endearing,endear
endearments,endearment
endears,endear
endeavored,endeavor
endeavoring,endeavor
endeavors,endeavor
endeavoured,endeavour
endeavourers,endeavourer
endeavouring,endeavour
endeavours,endeavour
ended,end
endemics,endemic
enders,ender
endgames,endgame
ending,end
endings,ending
endives,endive
endocrines,endocrine
endocrinologists,endocrinologist
endodontists,endodontist
endomorphs,endomorph
endophytes,endophyte
endorphins,endorphin
endorsed,endorse
endorsees,endorsee
endorsements,endorsement
endorsers,endorser
endorses,endorse
endorsing,endorse
endoscopes,endoscope
endoscopies,endoscopy
endoskeletons,endoskeleton
endosomes,endosome
endospores,endospore
endotoxins,endotoxin
endowed,endow
endowing,endow
endowments,endowment
endows,endow
endpapers,endpaper
endplates,endplate
ends,end
endued,endue
enduing,endue
endurances,endurance
endured,endure
endures,endure
enduring,endure
enemas,enema
enemies,enemy
energies,energy
energised,energise
energisers,energiser
energises,energise
energising,energise
energized,energize
energizers,energizer
energizes,energize
energizing,energize
energy-consuming,energy-consume
energy-futures,energy-future
energy-generating,energy-generate
energy-saving,energy-save
enervated,enervate
enervating,enervate
enervations,enervation
enfeebled,enfeeble
enfeebling,enfeeble
enfields,enfield
enfolded,enfold
enfolding,enfold
enfolds,enfold
enforced,enforce
enforcements,enforcement
enforcers,enforcer
enforces,enforce
enforcing,enforce
enfranchised,enfranchise
enfranchises,enfranchise
enfranchising,enfranchise
engaged,engage
engagements,engagement
engagers,engager
engages,engage
engaging,engage
engendered,engender
engendering,engender
engenders,engender
engine-builders,engine-builder
engine-cooling,engine-cool
engine-drivers,engine-driver
engineered,engineer
engineering,engineer
engineerings,engineering
engineers,engineer
engines,engine
englanders,englander
englands,england
english-speakers,english-speaker
englishes,english
englishmen,englishman
englishwomen,englishwoman
engorged,engorge
engorges,engorge
engorging,engorge
engrafted,engraft
engrafting,engraft
engraftments,engraftment
engrained,engrain
engraining,engrain
engrains,engrain
engrams,engram
engraved,engrave
engravers,engraver
engraves,engrave
engraving,engrave
engravings,engraving
engrossed,engross
engrosses,engross
engrossing,engross
engs,eng
engulfed,engulf
engulfing,engulf
engulfs,engulf
enhanced,enhance
enhancements,enhancement
enhancers,enhancer
enhances,enhance
enhancing,enhance
enigmas,enigma
enjoined,enjoin
enjoining,enjoin
enjoins,enjoin
enjoyed,enjoy
enjoying,enjoy
enjoyments,enjoyment
enjoys,enjoy
enkephalins,enkephalin
enkindled,enkindle
enkindles,enkindle
enlaced,enlace
enlarged,enlarge
enlargements,enlargement
enlargers,enlarger
enlarges,enlarge
enlarging,enlarge
enlightened,enlighten
enlightening,enlighten
enlightenments,enlightenment
enlightens,enlighten
enlisted,enlist
enlistees,enlistee
enlisting,enlist
enlistments,enlistment
enlists,enlist
enlivened,enliven
enlivening,enliven
enlivens,enliven
enmeshed,enmesh
enmeshes,enmesh
enmeshing,enmesh
enmities,enmity
ennobled,ennoble
ennobles,ennoble
ennobling,ennoble
enormities,enormity
enouncing,enounce
enplaned,enplane
enplaning,enplane
enquires,enquire
enquiries,enquiry
enraged,enrage
enrages,enrage
enraging,enrage
enraptured,enrapture
enraptures,enrapture
enrapturing,enrapture
enriched,enrich
enrichers,enricher
enriches,enrich
enriching,enrich
enrichments,enrichment
enrobed,enrobe
enrobing,enrobe
enrolled,enroll
enrollees,enrollee
enrollers,enroller
enrolling,enroll
enrollments,enrollment
enrolls,enroll
enrolments,enrolment
enrols,enrol
ens,en
ensconced,ensconce
ensconces,ensconce
ensembles,ensemble
enshrined,enshrine
enshrinements,enshrinement
enshrines,enshrine
enshrining,enshrine
enshrouded,enshroud
enshrouding,enshroud
enshrouds,enshroud
ensigns,ensign
ensiled,ensile
ensiling,ensile
enslaved,enslave
enslavers,enslaver
enslaves,enslave
enslaving,enslave
ensnared,ensnare
ensnares,ensnare
ensnaring,ensnare
ensnarled,ensnarl
ensued,ensue
ensues,ensue
ensuing,ensue
ensured,ensure
ensures,ensure
ensuring,ensure
enswathed,enswathe
entailed,entail
entailing,entail
entails,entail
entangled,entangle
entanglements,entanglement
entangles,entangle
entangling,entangle
entered,enter
entering,enter
enteritidis,enteritidi
enteroviruses,enterovirus
enterprisers,enterpriser
enterprises,enterprise
enters,enter
entertained,entertain
entertainers,entertainer
entertaining,entertain
entertainments,entertainment
entertains,entertain
enthralled,enthrall
enthralling,enthrall
enthralls,enthrall
enthrals,enthral
enthroned,enthrone
enthronements,enthronement
enthrones,enthrone
enthroning,enthrone
enthused,enthuse
enthuses,enthuse
enthusiasms,enthusiasm
enthusiasts,enthusiast
enthusing,enthuse
enticed,entice
enticements,enticement
entices,entice
enticing,entice
entires,entire
entireties,entirety
entities,entity
entitled,entitle
entitlements,entitlement
entitles,entitle
entitling,entitle
entombed,entomb
entombing,entomb
entombments,entombment
entombs,entomb
entomologists,entomologist
entourages,entourage
entr'actes,entr'acte
entrained,entrain
entraining,entrain
entranced,entrance
entrances,entrance
entrancing,entrance
entrants,entrant
entrapments,entrapment
entrapped,entrap
entrapping,entrap
entraps,entrap
entreated,entreat
entreaties,entreaty
entreating,entreat
entreats,entreat
entrechats,entrechat
entrees,entree
entrenched,entrench
entrenches,entrench
entrenching,entrench
entrenchments,entrenchment
entrepreneurs,entrepreneur
entrepreneurships,entrepreneurship
entries,entry
entropies,entropy
entrusted,entrust
entrusting,entrust
entrusts,entrust
entryways,entryway
ents,ent
entwined,entwine
entwines,entwine
entwining,entwine
enucleated,enucleate
enumerated,enumerate
enumerates,enumerate
enumerating,enumerate
enumerations,enumeration
enumerators,enumerator
enunciated,enunciate
enunciates,enunciate
enunciating,enunciate
enunciations,enunciation
enured,enure
enveloped,envelop
envelopes,envelope
enveloping,envelop
envelops,envelop
envenomed,envenom
envied,envy
envies,envy
environmentalists,environmentalist
environments,environment
environs,environ
envisaged,envisage
envisages,envisage
envisaging,envisage
envisioned,envision
envisioning,envision
envisions,envision
envoys,envoy
envying,envy
enwrapped,enwrap
enwraps,enwrap
enzymes,enzyme
eons,eon
eosinophils,eosinophil
eparchies,eparchy
epaulets,epaulet
epaulettes,epaulette
epergnes,epergne
ephemera,ephemeron
ephemerals,ephemeral
ephemerides,ephemerid
epicenters,epicenter
epicentres,epicentre
epicotyls,epicotyl
epics,epic
epicureans,epicurean
epicures,epicure
epidemics,epidemic
epidemiologists,epidemiologist
epigones,epigone
epigrams,epigram
epigraphers,epigrapher
epigraphists,epigraphist
epilepsies,epilepsy
epileptics,epileptic
epilogues,epilogue
epiphanies,epiphany
epiphenomena,epiphenomenon
epiphytes,epiphyte
episcopalians,episcopalian
episcopates,episcopate
episiotomies,episiotomy
episodes,episode
epistemologies,epistemology
epistemologists,epistemologist
epistles,epistle
epitaphs,epitaph
epithets,epithet
epitomes,epitome
epitomised,epitomise
epitomises,epitomise
epitomising,epitomise
epitomized,epitomize
epitomizers,epitomizer
epitomizes,epitomize
epitomizing,epitomize
epochs,epoch
epoxides,epoxide
epoxies,epoxy
epsilons,epsilon
epsoms,epsom
epzs,epz
eqs,eq
equaled,equal
equaling,equal
equalised,equalise
equalisers,equaliser
equalises,equalise
equalising,equalise
equalities,equality
equalized,equalize
equalizers,equalizer
equalizes,equalize
equalizing,equalize
equalled,equal
equals,equal
equated,equate
equates,equate
equating,equate
equations,equation
equators,equator
equerries,equerry
equestrians,equestrian
equilibrated,equilibrate
equilibrates,equilibrate
equilibrating,equilibrate
equilibriums,equilibrium
equinoxes,equinox
equipments,equipment
equipped,equip
equipping,equip
equips,equip
equities,equity
equivalences,equivalence
equivalencies,equivalency
equivalents,equivalent
equivocated,equivocate
equivocates,equivocate
equivocating,equivocate
equivocations,equivocation
eradicated,eradicate
eradicates,eradicate
eradicating,eradicate
eradications,eradication
eradicators,eradicator
eras,era
erased,erase
erasers,eraser
erases,erase
erasing,erase
erasures,erasure
erected,erect
erecting,erect
erections,erection
erectors,erector
erects,erect
ergometers,ergometer
ergots,ergot
ergs,erg
ericas,erica
erics,eric
erins,erin
eritreans,eritrean
eritreas,eritrea
erks,erk
ermines,ermine
ernes,erne
ernests,ernest
ernies,ernie
erns,ern
eroded,erode
erodes,erode
eroding,erode
erosions,erosion
eroticisms,eroticism
erotics,erotic
errands,errand
errata,erratum
erratics,erratic
erred,err
erring,err
errors,error
errs,err
eructations,eructation
eructs,eruct
erupted,erupt
erupting,erupt
eruptions,eruption
erupts,erupt
erythrocytes,erythrocyte
es,e
escaladed,escalade
escalades,escalade
escalading,escalade
escalated,escalate
escalates,escalate
escalating,escalate
escalations,escalation
escalators,escalator
escalloped,escallop
escallops,escallop
escapades,escapade
escaped,escape
escapees,escapee
escapements,escapement
escapers,escaper
escapes,escape
escaping,escape
escapisms,escapism
escapists,escapist
escapologists,escapologist
escargots,escargot
escarpments,escarpment
escheated,escheat
escheats,escheat
eschewed,eschew
eschewing,eschew
eschews,eschew
escorted,escort
escorting,escort
escorts,escort
escribed,escribe
escrowed,escrow
escrows,escrow
escudos,escudo
escutcheons,escutcheon
eskers,esker
eskimoes,eskimo
eskimos,eskimo
esophagi,esophagus
esophaguses,esophagus
esops,esop
espadrilles,espadrille
espaliered,espalier
espaliering,espalier
espaliers,espalier
espied,espy
espies,espy
espionages,espionage
esplanades,esplanade
espoused,espouse
espouses,espouse
espousing,espouse
espressos,espresso
esps,esp
espying,espy
esquires,esquire
essayed,essay
essaying,essay
essayists,essayist
essays,essay
essences,essence
essens,essen
essentialists,essentialist
essentialities,essentiality
essentials,essential
established,establish
establishers,establisher
establishes,establish
establishing,establish
establishmentarians,establishmentarian
establishments,establishment
estancias,estancia
estate-planning,estate-plan
estates,estate
esteemed,esteem
esteeming,esteem
esteems,esteem
esterases,esterase
esterified,esterify
esterifying,esterify
esters,ester
esthers,esther
esthetes,esthete
estimated,estimate
estimates,estimate
estimating,estimate
estimations,estimation
estimators,estimator
estopped,estop
estops,estop
estranged,estrange
estrangements,estrangement
estranges,estrange
estranging,estrange
estrays,estray
estrogens,estrogen
estuaries,estuary
etas,eta
etched,etch
etchers,etcher
etches,etch
etching,etch
etchings,etching
eternalized,eternalize
eternalizing,eternalize
eternities,eternity
ethanes,ethane
ethanolamines,ethanolamine
ethanols,ethanol
ethels,ethel
ethenes,ethene
etherealized,etherealize
etherified,etherify
ethers,ether
ethicists,ethicist
ethics,ethic
ethiopians,ethiopian
ethiopias,ethiopia
ethnics,ethnic
ethnocentrisms,ethnocentrism
ethnographers,ethnographer
ethnographies,ethnography
ethnologists,ethnologist
ethnos,ethno
ethologists,ethologist
etiolated,etiolate
etiologies,etiology
etiquettes,etiquette
etymologies,etymology
etymologists,etymologist
eucalypts,eucalypt
eucalyptuses,eucalyptus
eucharists,eucharist
euchred,euchre
eugenes,eugene
eugenicists,eugenicist
eulogies,eulogy
eulogised,eulogise
eulogises,eulogise
eulogising,eulogise
eulogists,eulogist
eulogized,eulogize
eulogizers,eulogizer
eulogizes,eulogize
eulogizing,eulogize
eunices,eunice
euphausiids,euphausiid
euphemisms,euphemism
euphemized,euphemize
euphemizing,euphemize
euphoniums,euphonium
euphorbias,euphorbia
eurasians,eurasian
eurobonds,eurobond
eurodollars,eurodollar
europeanised,europeanise
europeanising,europeanise
europeanized,europeanize
europeans,european
europes,europe
eurypterids,eurypterid
euthanasias,euthanasia
evacuated,evacuate
evacuates,evacuate
evacuating,evacuate
evacuations,evacuation
evacuators,evacuator
evacuees,evacuee
evaded,evade
evaders,evader
evades,evade
evading,evade
evaluated,evaluate
evaluates,evaluate
evaluating,evaluate
evaluations,evaluation
evaluators,evaluator
evanescences,evanescence
evanesces,evanesce
evangelicals,evangelical
evangelised,evangelise
evangelising,evangelise
evangelists,evangelist
evangelized,evangelize
evangelizers,evangelizer
evangelizes,evangelize
evangelizing,evangelize
evaporated,evaporate
evaporates,evaporate
evaporating,evaporate
evaporations,evaporation
evaporators,evaporator
evaporites,evaporite
evas,eva
evasions,evasion
evelyns,evelyn
evened,even
evening,even
evenings,evening
evens,even
events,event
eventualities,eventuality
eventuates,eventuate
ever-increasing,ever-increase
ever-rising,ever-rise
ever-shifting,ever-shift
ever-shrinking,ever-shrink
ever-widening,ever-widen
everchanging,everchange
evergreens,evergreen
everlastings,everlasting
everthing,everth
eves,eve
evicted,evict
evicting,evict
evictions,eviction
evicts,evict
evidenced,evidence
evidences,evidence
evidencing,evidence
evil-doers,evil-doer
evildoers,evildoer
evildoings,evildoing
evilest,evil
evils,evil
evinced,evince
evinces,evince
evincing,evince
eviscerated,eviscerate
eviscerates,eviscerate
eviscerating,eviscerate
eviscerations,evisceration
evocations,evocation
evoked,evoke
evokes,evoke
evoking,evoke
evolutionists,evolutionist
evolutions,evolution
evolved,evolve
evolves,evolve
evolving,evolve
ewells,ewell
ewers,ewer
ewes,ewe
ex-aides,ex-aide
ex-athletes,ex-athlete
ex-convicts,ex-convict
ex-detainees,ex-detainee
ex-directors,ex-director
ex-distillers,ex-distiller
ex-employees,ex-employee
ex-guards,ex-guard
ex-members,ex-member
ex-officers,ex-officer
ex-officials,ex-official
ex-partners,ex-partner
ex-pows,ex-pow
ex-presidents,ex-president
ex-servicemen,ex-serviceman
ex-shareholders,ex-shareholder
ex-staffers,ex-staffer
exacerbated,exacerbate
exacerbates,exacerbate
exacerbating,exacerbate
exacerbations,exacerbation
exacted,exact
exacting,exact
